2024-02-05filt,file,shtr,qual,size(MB)
NB01,SUT_C24_0138_000154_Lev0.5_2024-02-05T10.15.28.350_4081NB01.fits,179.74,Complete Image,33.3
NB01,SUT_C24_0138_000154_Lev0.5_2024-02-05T10.15.47.879_4081NB01.fits,0.62,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T04.31.27.129_4081NB02.fits,179.74,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T04.31.46.659_4081NB02.fits,0.44,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T04.38.52.217_4081NB02.fits,179.65,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T04.39.11.745_4081NB02.fits,0.53,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T04.46.17.307_4081NB02.fits,179.74,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T04.46.36.837_4081NB02.fits,0.53,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T04.53.42.396_4081NB02.fits,179.74,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T04.54.01.929_4081NB02.fits,0.53,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T05.01.07.485_4081NB02.fits,179.74,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T05.01.27.133_4081NB02.fits,0.53,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T05.08.32.573_4081NB02.fits,179.74,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T05.08.52.103_4081NB02.fits,0.53,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T05.15.57.661_4081NB02.fits,179.74,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T05.16.17.189_4081NB02.fits,0.53,Complete Image,33.3
NB02,SUT_C24_0127_000143_Lev0.5_2024-02-05T05.23.22.751_4081NB02.fits,179.74,Complete Image,33.3
